Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,148 Brisbane Rd,LABRADOR,4215,(07) 5537 2966,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.93523,153.391438
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,3812 Pacific Hwy,LOGANHOLME,4129,(07) 3801 3801,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.658785,153.168362
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,4-6 Peel St,MACKAY,4740,(07) 4957 3300,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-21.145797,149.178571
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Sunshine Plaza Shp Cnt,MAROOCHYDORE,4558,(07) 5451 1845,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-26.654727,153.088533
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Horton/Cornmeal Pdes,MAROOCHYDORE,4558,(07) 5443 6829,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-26.655571,153.092264
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Alice/Ferry Sts,MARYBOROUGH,4650,(07) 4121 5770,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-25.537531,152.695187
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Logan Rd/University Dr,MEADOWBROOK,4131,(07) 3200 2758,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.663286,153.140791
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Hooker Blvd/Bermuda St,MERMAID WATERS,4218,(07) 5526 6082,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-28.035217,153.40858
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Morayfield Shp Cnt,MORAYFIELD,4506,(07) 5495 3611,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.102955,152.95034
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,11 Deveraux Dr,MORAYFIELD,4506,(07) 5428 3700,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.102584,152.949081
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Mt Ommaney Cnt,MT OMMANEY,4074,(07) 3279 1181,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.540271,152.927415
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Mt Sheridan Shp Cnt,MT SHERIDAN,4868,(07) 4036 0499,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-16.989841,145.740065
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Lot 2 Highfield Dr,MUDGEERABA,4213,(07) 5525 2688,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-28.069275,153.363559
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Lot 24 Pappas Way,NERANG,4211,(07) 5527 4088,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-28.00497,153.350656
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Bruce Hwy/Hicks Rd,NORTH MACKAY,4740,(07) 4942 9788,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-21.122788,149.156778
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Old Pacific Hwy/Oxenford-Southport Rd,OXENFORD,4210,(07) 5665 8155,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.886345,153.31332
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,4414 Warrego Hwy,PLAINLAND,4341,(07) 5411 4299,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.564095,152.424369
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Robina Town Cnt,ROBINA,4226,(07) 5575 8680,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-28.081601,153.381882
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,1 High St,ROCKHAMPTON,4701,(07) 4926 1533,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-23.359712,150.517579
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,160-166 George St,ROCKHAMPTON STH,4700,(07) 4921 2385,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-23.382056,150.506065
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Beatty/Granard Rds,ROCKLEA,4106,(07) 3272 7512,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.557677,153.017392
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Lot 80 Mount Milman Dr,SMITHFIELD,4878,(07) 4038 2311,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-16.839566,145.694464
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Australia Fair Shp Cnt,SOUTHPORT,4215,(07) 5571 2277,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.963654,153.41424
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,3386 Pacific Hwy,SPRINGWOOD,4127,(07) 3208 5110,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.621985,153.12806
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,388 Gympie Rd,STRATHPINE,4500,(07) 3205 3696,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.304113,152.988495
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Sunnybank Plaza Shp Cnt,SUNNYBANK,4109,(07) 3216 9628,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.570013,153.06262
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,8 Cavill Mall,SURFERS PARADISE,4217,(07) 5538 6933,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-28.002304,153.43009
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,14 Marrow St,TARINGA,4068,(07) 3371 5135,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.492985,152.980426
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,397 Bridge St,TOOWOOMBA,4350,(07) 4633 1464,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.550037,151.945366
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Ruthven/Alderley Sts,TOOWOOMBA STH ,4350,(07) 4613 5823,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.584359,151.948735
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Cross St/Ross River Rd,TOWNSVILLE,4812,(07) 4725 3411,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-19.292666,146.794157
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,13-17 Toolona St,TUGUN,4224,(07) 5559 5899,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-28.144023,153.49338
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,105-109 Wharf St,TWEED HEADS,2485,(07) 5599 2100,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-28.17538,153.54168
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Coomera Grand Service Centre - Old Coach Rd,UPPER COOMERA ,4209,(07) 5580 1526,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.8537,153.298678
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Westfield Garden City Shp Cnt,UPPER MT GRAVATT,4122,(07) 3219 4888,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.56305,153.082779
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Victoria Point Shp Cnt,VICTORIA POINT,4165,(07) 3820 7366,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.587854,153.280922
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,cnr Wood/Albion Sts,WARWICK,4370,(07) 4661 3895,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-28.220663,152.034199
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Logan Central Plaza Shp Cnt,WOODRIDGE,4114,(07) 3299 1231,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.642923,153.113558
Hungry Jack's Pty Ltd,Hungry Jack's Pty Ltd,www.hungryjacks.com.au,Wynnum Plaza Shp Cnt,WYNNUM,4178,(07) 3396 5054,No,Yes,No,Yes,No,Takeaway,"Free tea, coffee, or small softdrink with burger or breakfast muffin.",-27.457217,153.155268
Hunter Galloway,Hunter Galloway,https://www.huntergalloway.com.au/,Level 20  300 Queen St,BRISBANE CITY,4000,1300 088 065,No,Yes,Yes,Yes,Yes,Financial Services,Free 1 hour initial consultation.,-27.46715,153.027832
Hunter Galloway,Hunter Galloway,https://www.huntergalloway.com.au/,Level 20  300 Queen St,BRISBANE CITY,4000,1300 088 065,No,Yes,Yes,Yes,Yes,Loans and Mortgage Brokers,Free 1 hour initial consultation with our Senior Mortgage Brokers in Brisbane.,-27.46715,153.027832
Repco Authorised Service Centre,Hycraft Automotive,www.repcoservice.com,Hycraft Automotive - 63 Snook St,CLONTARF,4019,(07) 3889 4583,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.235948,153.084481
HydroKleen,HydroKleen - Brisbane North,http://hydrokleen.com.au,Mobile Business - Brisbane North,(blank),4034,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-27.365528,153.047047
HydroKleen,HydroKleen - Brisbane South,http://hydrokleen.com.au,Mobile Business - HydroKleen Brisbane South,(blank),4152,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-27.503021,153.099696
HydroKleen,HydroKleen - Cairns and FNQ,http://hydrokleen.com.au,Mobile Business - Cairns and FNQ,(blank),4870,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-17.041376,145.660078
HydroKleen,HydroKleen - Gladstone,http://hydrokleen.com.au,Mobile Business - Gladstone,(blank),4680,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-24.127842,151.144427
HydroKleen,HydroKleen - Gold Coast North,http://hydrokleen.com.au,Mobile Business - Gold Coast North,(blank),4209,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-27.840338,153.30406
HydroKleen,HydroKleen - Gold Coast South,http://hydrokleen.com.au,Mobile Business - Gold Coast South,(blank),4220,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-28.093488,153.43315
HydroKleen,HydroKleen - Mackay,http://hydrokleen.com.au,Mobile Business - Mackay,(blank),4740,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-21.163585,149.113652
HydroKleen,HydroKleen - Mount Isa,http://hydrokleen.com.au,Mobile Business - Mount Isa,(blank),4825,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-20.005911,137.386942
HydroKleen,HydroKleen - Rockhampton,http://hydrokleen.com.au,Mobile Business - Rockhampton,(blank),4700,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-23.189479,150.962985
HydroKleen,HydroKleen - Townsville and Mid Tropics,http://hydrokleen.com.au,Mobile Business - Townsville and Mid Tropics,(blank),4810,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-19.332588,147.024714
HydroKleen,HydroKleen Brisbane West,http://hydrokleen.com.au,Mobile Business - HydroKleen Brisbane West,(blank),4305,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-27.619324,152.755938
HydroKleen,HydroKleen Gold Coast Central,http://hydrokleen.com.au,Mobile Business - Gold Coast Central,(blank),4217,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-28.010935,153.398876
HydroKleen,HydroKleen Sunshine Coast,http://hydrokleen.com.au,Mobile Business - Sunshine Coast,(blank),4557,1300 608 318,No,No,No,Yes,Yes,Air Conditioning and Heating,HydroKleen clean and sanitise air conditioners. Reduce running costs and improve air quality. Approved by Sensitive Choice Program. 10% discount.,-26.695981,153.105843
I Love Profits,I Love Profits,(blank),Mobile Business,(blank),4160,0411 680 000,No,Yes,Yes,Yes,Yes,Financial Services,"Free initial consultation. 50% discount on ZENCO Funding, financial education, and related support services.  ",-27.494868,153.245167
I Quit 4 Life,I Quit 4 Life,www.iquit4life.com,(blank),CAIRNS,4871,0437 774 250,No,Yes,No,Yes,Yes,Health Products,Lose those extra kilos for life - 10% off the program.,-16.900001,145.66667
I Quit 4 Life,I Quit 4 Life,www.iquit4life.com,(blank),CAIRNS,4871,0437 774 250,No,Yes,No,Yes,Yes,Quit Smoking Services,10% discount to quit cigarettes in 60 minutes guaranteed.,-16.900001,145.66667
I Quit 4 Life,I Quit 4 Life,www.iquit4life.com,(blank),NORTH QLD AREA,4737,0437 774 250,No,Yes,No,Yes,Yes,Health Products,Lose those extra kilos for life - 10% off the program.,-21.47605,149.0928
I Quit 4 Life,I Quit 4 Life,www.iquit4life.com,(blank),NORTH QLD AREA,4737,0437 774 250,No,Yes,No,Yes,Yes,Quit Smoking Services,10% discount to quit cigarettes in 60 minutes guaranteed.,-21.47605,149.0928
I Still Call Australia Home,I Still Call Australia Home,http://www.istillcallaustraliahome.com/default,(blank),(blank),(blank),0417 407 282,Yes,Yes,Yes,Yes,Yes,Gifts and Homewares,10% off tasteful gift hampers. Enter code SENIORS at checkout on website www.istillcallaustraliahome.com to activate.,(blank),(blank)
I.M. Lingerie,I.M. Designer Bodywear,www.imboutique.com.au,Marina Mirage,MAIN BEACH,4217,(07) 5532 9055,No,Yes,No,Yes,No,Clothing,15% discount.,-27.944333,153.425134
Repco Authorised Service Centre,Ian Leslie's Complete Auto Repairs,www.repcoservice.com,Urangan Service Centre - 3 Miller St,URANGAN,4655,(07) 4125 4099,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-25.289117,152.896863
Ian Payne's Automotive Engineering P/L,Ian Payne's Automotive Engineering Pty Ltd,http://ianpayneauto.com/,28 Gorden St,GARBUTT,4814,(07) 4775 4288,No,Yes,No,Yes,Yes,Repairs and Servicing,10% discount on labour only.,-19.265015,146.779866
Ian's Service and Repairs,Ian's Service and Repairs,(blank),9 Veness Ct,GARBUTT,4814,(07) 4779 3320,No,Yes,No,Yes,No,Repairs and Servicing,10% discount on labour.,-19.277686,146.760852
Ibis Brisbane,Ibis Brisbane,http://www.accorhotels.com/gb/hotel-2062-ibis-brisbane/index.shtml,27-35 Turbot St,BRISBANE CITY,4000,(07) 3237 2458,No,Yes,No,Yes,Yes,Accommodation,20% discount off the best unrestricted available rate subject to availability. Phone reservations 07 3237 2301 and quote - give me 20 - when booking.,-27.469479,153.020353
Ibis Mackay Airport,Ibis Mackay Airport,http://www.ibis.com/gb/hotel-9266-ibis-mackay-airport-/index.shtml,Boundary Rd East,SOUTH MACKAY,4740,(07) 4898 0009,No,Yes,No,Yes,No,Restaurants and Dining Out,10% discount on food and beverage.,-21.207614,149.151882
IBS Engineering Supplies P/L,IBS Engineering Supplies P/L,www.ibsonline.com.au,31 Palmerston Dr,INNISFAIL,4860,(07) 4043 8300,No,Yes,No,Yes,Yes,Hardware and Tools,10% discount on all services. Excludes specials.,-17.524968,146.01442
Ice Cream Delite,Ice Cream Delite,(blank),Shop 1-2  427 The Esplanade,TORQUAY,4655,(07) 4124 9424,No,Yes,No,Yes,Yes,Ice Creamery,Present your Seniors or Carers card and recieve a 5% discount on all purchases (excludes pre-packaged drinks). Offer is valid 7 days a week.,-38.308136,144.322541
Ice Creams Galore,Ice Creams Galore,(blank),Shop 17  123 Parkyn Pde,MOOLOOLABA,4557,(07) 5444 8716,No,No,No,Yes,No,Ice Creamery,10% Discount to senior cardholders,-26.683883,153.121378
iFLY Gold Coast,iFLY Gold Coast,http://www.ifly.com.au,3084 Surfers Paradise Blvd,SURFERS PARADISE,4217,1300 366 364,No,Yes,No,Yes,No,Sports and Recreation,20% off iFLY beginner packages. To book go to www.ifly.com.au enter promo code: 'GC_SENIORS' at checkout. Conditions apply.,-28.004449,153.428619
IGA Mooloolah,IGA Mooloolah,www.iga.net.au,4 Jones St,MOOLOOLAH,4553,(07) 5494 7142,No,Yes,No,Yes,No,Supermarkets and Grocery Stores,"10% discount on Thursday. Excludes specials, cigarettes and recharge cards.",-26.765585,152.96197
Igguldens,Igguldens,(blank),85 Victoria St,CARDWELL,4849,(07) 4068 1295,No,Yes,No,Yes,Yes,Clothing,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-18.266387,146.028013
Igguldens,Igguldens,(blank),85 Victoria St,CARDWELL,4849,(07) 4068 1295,No,Yes,No,Yes,Yes,Footwear,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-18.266387,146.028013
Igguldens,Igguldens,(blank),85 Victoria St,CARDWELL,4849,(07) 4068 1295,No,Yes,No,Yes,Yes,Gifts and Homewares,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-18.266387,146.028013
Igguldens,Igguldens,(blank),85 Victoria St,CARDWELL,4849,(07) 4068 1295,No,Yes,No,Yes,Yes,Travel Goods,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-18.266387,146.028013
Igguldens,Igguldens,(blank),17 Butler St,TULLY,4854,(07) 4068 1295,No,Yes,No,Yes,Yes,Clothing,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-17.934368,145.924216
Igguldens,Igguldens,(blank),17 Butler St,TULLY,4854,(07) 4068 1295,No,Yes,No,Yes,Yes,Footwear,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-17.934368,145.924216
Igguldens,Igguldens,(blank),17 Butler St,TULLY,4854,(07) 4068 1295,No,Yes,No,Yes,Yes,Gifts and Homewares,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-17.934368,145.924216
Igguldens,Igguldens,(blank),17 Butler St,TULLY,4854,(07) 4068 1295,No,Yes,No,Yes,Yes,Travel Goods,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-17.934368,145.924216
Igguldens,Igguldens,(blank),IGGsToo - Banyan Plaza,TULLY,4854,(07) 4068 1295,No,Yes,No,Yes,Yes,Clothing,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-17.934368,145.924216
Igguldens,Igguldens,(blank),IGGsToo - Banyan Plaza,TULLY,4854,(07) 4068 1295,No,Yes,No,Yes,Yes,Footwear,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-17.934368,145.924216
Igguldens,Igguldens,(blank),IGGsToo - Banyan Plaza,TULLY,4854,(07) 4068 1295,No,Yes,No,Yes,Yes,Gifts and Homewares,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-17.934368,145.924216
Igguldens,Igguldens,(blank),IGGsToo - Banyan Plaza,TULLY,4854,(07) 4068 1295,No,Yes,No,Yes,Yes,Travel Goods,"5% discount on clothing, shoes, gifts and travel goods. Excludes sales.",-17.934368,145.924216
ihear ,ihear Calamvale,www.ihear.com.au,cnr Nottingham/Beaudesert Rds,CALAMVALE,4116,(07) 3290 5944,No,Yes,No,Yes,Yes,Hearing Products and Services,"10% off all hearing aid purchases, excluding OHS.",-27.6309,153.045028
ihear ,ihear Calounda,www.ihear.com.au,Shop 2  45 Minchinton St,CALOUNDRA,4551,(07) 5492 6939,No,Yes,No,Yes,Yes,Hearing Products and Services,"10% off all hearing aid purchases, excluding OHS.",-26.804063,153.13249
ihear ,ihear Coorparoo,www.ihear.com.au,U 8  41-55 Harries Rd,COORPAROO,4151,(07) 3397 0655,No,Yes,No,Yes,Yes,Hearing Products and Services,"10% off all hearing aid purchases, excluding OHS.",-27.493018,153.05711
ihear ,ihear Corinda,www.ihear.com.au,603 Oxley Rd,CORINDA,4075,(07) 3105 9178,No,Yes,No,Yes,Yes,Hearing Products and Services,"10% off all hearing aid purchases, excluding OHS.",-27.53838,152.981532
ihear ,ihear Spring Hill,www.ihear.com.au,Suite 8 L 1  201 Wickham Tce,SPRING HILL,4000,(07) 3299 8188,No,Yes,No,Yes,Yes,Hearing Products and Services,"10% off all hearing aid purchases, excluding OHS.",-27.465232,153.023804
Il Mondo,Il Mondo,www.ilmondotownsville.com,Shop 4  48 Kings Rd,HYDE PARK,4812,(07) 4724 2522,No,Yes,No,Yes,Yes,Gifts and Homewares,"5% discount. Excludes specials, tea, coffee, food and electrical.",-19.27319,146.794568
Il Palazzo Boutique Apartment Hotel,Il Palazzo Boutique Apartment Hotel,www.ilpalazzo.com.au,62 Abbott St,CAIRNS,4870,1800 813 222,No,Yes,No,Yes,Yes,Accommodation,"15% discount on rack rate, one bedroom self contained apartment. Book direct.",-16.919963,145.776469
Il Piacere Cafe and Restaurant,Il Piacere Cafe and Restaurant,http://www.ilpiacere.com.au,2105 Moggill Rd,KENMORE,4069,(07) 3172 1151,No,Yes,Yes,Yes,No,Cafes,"10% discount on total bill for Senior cardholders for coffee, dessert, breakfast and lunch menu.  Not to be used with other promotional offers.",-27.50988,152.937812
iLegal Services,iLegal Services,(blank),Shop 2  112-116 Bloomfield St,CLEVELAND,4163,(07) 3409 4221,No,No,No,Yes,No,Legal Services,"20% discount for Wills, Power of Attorney and Advanced Health Directives.  10% discount on Conveyancing.",-27.548105,153.265606
Image Blinds,Image Blinds - Awnings,www.imageblinds.com.au,605 Zillmere Rd,ASPLEY,4034,1300 657 100,No,Yes,No,Yes,Yes,Blinds and Awnings,5% discount. Excludes sale items and special offers.,-27.357185,153.026904
Imperial Locksmiths,Imperial Locksmiths,https://imperiallocksmiths.com.au,Mobile Business,(blank),4220,(07) 5520 5520,No,Yes,Yes,Yes,Yes,Locksmiths,10% Discount on all locksmith services during normal business hours Monday to Friday 9am-5pm.,-28.093488,153.43315
Impressions Lingerie,Impressions Lingerie,www.bundyundies.com.au,97 Bourbong St,BUNDABERG,4670,(07) 4151 3116,No,Yes,No,Yes,No,Clothing,10% discount. Excludes already discounted items.,-24.866753,152.345058
Improvements Fitness Centre,Improvements Fitness Centre,www.improvementsfitness.com,2 Maryborough St,BUNDABERG,4670,(07) 4153 6450,No,Yes,No,Yes,Yes,"Gyms, Health and Fitness",15% discount on memberships and classes. Open 7 days.,-24.868158,152.347487
Impulse Home Improvements (QBCC Act Lic 1012489),Impulse Home Improvements,www.impulsehomeimprovements.com.au,2 Chadsvale Ct,WOODRIDGE,4114,(07) 3808 0700,No,Yes,No,Yes,Yes,Roofing and Guttering,"25% off all roof restorations, re-roofing and guttering.",-27.622735,153.114795
Impulse Home Improvements (QBCC Act Lic 1012489),Impulse Home Improvements,www.impulsehomeimprovements.com.au,2 Chadsvale Ct,WOODRIDGE,4114,(07) 3808 0700,No,Yes,No,Yes,Yes,Security Screens and Doors,25% discount on supply and installation.,-27.622735,153.114795
Impulse Home Improvements (QBCC Act Lic 1012489),Impulse Home Improvements,www.impulsehomeimprovements.com.au,2 Chadsvale Ct,WOODRIDGE,4114,(07) 3808 0700,No,Yes,No,Yes,Yes,Solar Sales and Services,25% off RRP plus free upgrade to next size inverter.,-27.622735,153.114795
In The Raw,In The Raw,www.intheraw.net.au,Shop 2  28-30 Christie St,CANUNGRA,4275,(07) 5543 4371,No,Yes,No,Yes,No,Health and Organic,"5% off storewide, excluding sale items.",-28.016902,153.160704
Police-Citizens Youth Club,Inala PCYC,www.pcyc.org.au,37 Swallow St,INALA,4077,(07) 3372 2222,No,No,No,Yes,Yes,Police and Citizens Youth Centres,80% discount on adult membership rate.,-27.60115,152.977858
Indebted,Indebted,http://www.indebted.com.au,,,,1300 566 814,Yes,Yes,Yes,Yes,Yes,Financial Services,25% discount on all commissions. 25% discount on all other services.,(blank),(blank)
